,id_gerente_junior,id_lead,estagio_lead,data_da_ligacao,status_da_ligacao,motivo_da_ligacao
758,JNR1007MG,USR1121,lead,1/1/2022,successful,demo_not_attended
759,JNR1007MG,USR1122,lead,1/1/2022,successful,lead_introduction
760,JNR1007MG,USR1122,lead,1/3/2022,successful,demo_schedule
761,JNR1007MG,USR1122,lead,1/5/2022,successful,demo_not_attended
762,JNR1007MG,USR1122,lead,1/5/2022,successful,demo_not_attended
763,JNR1007MG,USR1122,lead,1/5/2022,unsuccessful,demo_not_attended
764,JNR1007MG,USR1122,lead,1/5/2022,successful,demo_not_attended
765,JNR1007MG,USR1122,awareness,1/5/2022,successful,post_demo_followup
766,JNR1007MG,USR1122,consideration,1/5/2022,successful,interested_for_conversion
767,JNR1007MG,USR1122,consideration,1/5/2022,successful,followup_for_conversion
768,JNR1007MG,USR1122,consideration,1/5/2022,successful,followup_for_conversion
769,JNR1007MG,USR1123,lead,1/1/2022,unsuccessful,lead_introduction
770,JNR1007MG,USR1123,lead,1/1/2022,successful,lead_introduction
771,JNR1007MG,USR1123,lead,1/2/2022,successful,demo_schedule
772,JNR1007MG,USR1123,lead,1/5/2022,successful,demo_not_attended
773,JNR1007MG,USR1123,lead,1/5/2022,successful,demo_not_attended
774,JNR1007MG,USR1123,lead,1/5/2022,successful,demo_not_attended
775,JNR1007MG,USR1123,awareness,1/5/2022,successful,post_demo_followup
776,JNR1007MG,USR1124,lead,1/1/2022,successful,lead_introduction
777,JNR1007MG,USR1124,lead,1/2/2022,successful,demo_schedule
778,JNR1007MG,USR1124,lead,1/2/2022,unsuccessful,demo_not_attended
779,JNR1007MG,USR1124,lead,1/3/2022,successful,demo_not_attended
780,JNR1007MG,USR1125,lead,1/1/2022,unsuccessful,lead_introduction
781,JNR1007MG,USR1125,lead,1/2/2022,successful,lead_introduction
782,JNR1007MG,USR1125,lead,1/4/2022,successful,demo_schedule
783,JNR1007MG,USR1125,lead,1/5/2022,successful,demo_not_attended
784,JNR1007MG,USR1126,lead,1/10/2022,successful,lead_introduction
785,JNR1007MG,USR1126,lead,1/12/2022,successful,demo_schedule
786,JNR1007MG,USR1126,lead,1/13/2022,successful,demo_not_attended
787,JNR1007MG,USR1126,lead,1/13/2022,successful,demo_not_attended
788,JNR1007MG,USR1126,lead,1/13/2022,unsuccessful,demo_not_attended
789,JNR1007MG,USR1126,lead,1/13/2022,successful,demo_not_attended
790,JNR1007MG,USR1127,lead,1/11/2022,successful,lead_introduction
791,JNR1007MG,USR1127,lead,1/12/2022,successful,demo_schedule
792,JNR1007MG,USR1127,lead,1/13/2022,successful,demo_not_attended
793,JNR1007MG,USR1127,lead,1/13/2022,successful,demo_not_attended
794,JNR1007MG,USR1127,awareness,1/13/2022,successful,post_demo_followup
795,JNR1007MG,USR1127,consideration,1/13/2022,successful,interested_for_conversion
796,JNR1007MG,USR1127,consideration,1/13/2022,successful,followup_for_conversion
797,JNR1007MG,USR1127,consideration,1/13/2022,successful,followup_for_conversion
798,JNR1007MG,USR1128,lead,1/12/2022,unsuccessful,lead_introduction
799,JNR1007MG,USR1128,lead,1/13/2022,successful,lead_introduction
800,JNR1007MG,USR1128,lead,1/14/2022,successful,demo_schedule
801,JNR1007MG,USR1128,lead,1/15/2022,successful,demo_not_attended
802,JNR1007MG,USR1128,lead,1/15/2022,successful,demo_not_attended
803,JNR1007MG,USR1129,lead,1/14/2022,successful,lead_introduction
804,JNR1007MG,USR1129,lead,1/16/2022,successful,demo_schedule
805,JNR1007MG,USR1129,lead,1/17/2022,successful,demo_not_attended
806,JNR1007MG,USR1130,lead,1/15/2022,unsuccessful,lead_introduction
807,JNR1007MG,USR1130,lead,1/16/2022,successful,lead_introduction
808,JNR1007MG,USR1130,lead,1/18/2022,successful,demo_schedule
809,JNR1007MG,USR1130,lead,1/19/2022,successful,demo_not_attended
810,JNR1007MG,USR1130,lead,1/19/2022,successful,demo_not_attended
811,JNR1007MG,USR1130,lead,1/19/2022,successful,demo_not_attended
812,JNR1007MG,USR1130,awareness,1/19/2022,successful,post_demo_followup
813,JNR1007MG,USR1131,lead,1/15/2022,successful,lead_introduction
814,JNR1007MG,USR1131,lead,1/16/2022,successful,demo_schedule
815,JNR1007MG,USR1131,lead,1/20/2022,successful,demo_not_attended
816,JNR1007MG,USR1131,lead,1/20/2022,successful,demo_not_attended
817,JNR1007MG,USR1131,lead,1/20/2022,unsuccessful,demo_not_attended
818,JNR1007MG,USR1131,lead,1/20/2022,successful,demo_not_attended
819,JNR1007MG,USR1131,awareness,1/20/2022,successful,post_demo_followup
820,JNR1007MG,USR1131,consideration,1/20/2022,successful,interested_for_conversion
821,JNR1007MG,USR1131,consideration,1/20/2022,successful,followup_for_conversion
822,JNR1007MG,USR1131,consideration,1/20/2022,successful,followup_for_conversion
823,JNR1007MG,USR1132,lead,1/15/2022,successful,lead_introduction
824,JNR1007MG,USR1132,lead,1/16/2022,successful,demo_schedule
825,JNR1007MG,USR1132,lead,1/17/2022,successful,demo_not_attended
826,JNR1007MG,USR1132,lead,1/17/2022,successful,demo_not_attended
827,JNR1007MG,USR1132,awareness,1/17/2022,successful,post_demo_followup
828,JNR1007MG,USR1132,consideration,1/17/2022,successful,interested_for_conversion
829,JNR1007MG,USR1132,consideration,1/17/2022,successful,followup_for_conversion
830,JNR1007MG,USR1132,consideration,1/17/2022,successful,followup_for_conversion
831,JNR1007MG,USR1132,conversion,1/17/2022,successful,successful_conversion
832,JNR1007MG,USR1133,lead,1/17/2022,unsuccessful,lead_introduction
833,JNR1007MG,USR1133,lead,1/18/2022,successful,lead_introduction
834,JNR1007MG,USR1133,lead,1/20/2022,unsuccessful,demo_schedule
835,JNR1007MG,USR1133,lead,1/18/2022,successful,demo_schedule
836,JNR1007MG,USR1133,lead,1/19/2022,successful,demo_not_attended
837,JNR1007MG,USR1133,lead,1/19/2022,successful,demo_not_attended
838,JNR1007MG,USR1133,awareness,1/19/2022,successful,post_demo_followup
839,JNR1007MG,USR1133,consideration,1/19/2022,successful,interested_for_conversion
840,JNR1007MG,USR1133,consideration,1/19/2022,successful,followup_for_conversion
841,JNR1007MG,USR1133,consideration,1/19/2022,successful,followup_for_conversion
842,JNR1007MG,USR1133,conversion,1/19/2022,successful,successful_conversion
843,JNR1007MG,USR1134,lead,1/17/2022,successful,lead_introduction
844,JNR1007MG,USR1134,lead,1/19/2022,successful,demo_schedule
845,JNR1007MG,USR1134,lead,1/20/2022,successful,demo_not_attended
846,JNR1007MG,USR1135,lead,1/15/2022,unsuccessful,lead_introduction
847,JNR1007MG,USR1135,lead,1/16/2022,successful,lead_introduction
848,JNR1007MG,USR1135,lead,1/17/2022,successful,demo_schedule
849,JNR1007MG,USR1135,lead,1/18/2022,successful,demo_not_attended
850,JNR1007MG,USR1135,lead,1/18/2022,successful,demo_not_attended
851,JNR1007MG,USR1135,lead,1/18/2022,successful,demo_not_attended
852,JNR1007MG,USR1135,awareness,1/18/2022,successful,post_demo_followup
853,JNR1007MG,USR1136,lead,2/19/2022,successful,lead_introduction
854,JNR1007MG,USR1136,lead,2/20/2022,successful,demo_schedule
855,JNR1007MG,USR1136,lead,2/21/2022,successful,demo_not_attended
856,JNR1007MG,USR1136,lead,2/21/2022,successful,demo_not_attended
857,JNR1007MG,USR1136,lead,2/21/2022,unsuccessful,demo_not_attended
858,JNR1007MG,USR1136,lead,2/21/2022,successful,demo_not_attended
859,JNR1007MG,USR1137,lead,2/19/2022,successful,lead_introduction
860,JNR1007MG,USR1137,lead,2/21/2022,successful,demo_schedule
861,JNR1007MG,USR1137,lead,2/23/2022,successful,demo_not_attended
862,JNR1007MG,USR1137,lead,2/23/2022,successful,demo_not_attended
863,JNR1007MG,USR1137,lead,2/23/2022,unsuccessful,demo_not_attended
864,JNR1007MG,USR1137,lead,2/23/2022,successful,demo_not_attended
865,JNR1007MG,USR1137,awareness,2/23/2022,successful,post_demo_followup
866,JNR1007MG,USR1137,consideration,2/23/2022,successful,interested_for_conversion
867,JNR1007MG,USR1137,consideration,2/23/2022,successful,followup_for_conversion
868,JNR1007MG,USR1137,consideration,2/23/2022,successful,followup_for_conversion
869,JNR1007MG,USR1138,lead,2/19/2022,unsuccessful,lead_introduction
870,JNR1007MG,USR1138,lead,2/19/2022,successful,lead_introduction
871,JNR1007MG,USR1138,lead,2/19/2022,successful,demo_schedule
872,JNR1007MG,USR1138,lead,2/22/2022,successful,demo_not_attended
873,JNR1007MG,USR1138,lead,2/22/2022,successful,demo_not_attended
874,JNR1007MG,USR1138,lead,2/22/2022,successful,demo_not_attended
875,JNR1007MG,USR1138,awareness,2/22/2022,successful,post_demo_followup
876,JNR1007MG,USR1139,lead,2/19/2022,successful,lead_introduction
877,JNR1007MG,USR1139,lead,2/19/2022,successful,demo_schedule
878,JNR1007MG,USR1139,lead,2/20/2022,successful,demo_not_attended
879,JNR1007MG,USR1139,lead,2/20/2022,successful,demo_not_attended
880,JNR1007MG,USR1140,lead,2/19/2022,unsuccessful,lead_introduction
881,JNR1007MG,USR1140,lead,2/20/2022,successful,lead_introduction
882,JNR1007MG,USR1140,lead,2/20/2022,successful,demo_schedule
883,JNR1007MG,USR1140,lead,2/21/2022,successful,demo_not_attended
884,JNR1008MG,USR1141,lead,1/1/2022,successful,lead_introduction
885,JNR1008MG,USR1141,lead,1/1/2022,successful,demo_schedule
886,JNR1008MG,USR1141,lead,1/2/2022,successful,demo_not_attended
887,JNR1008MG,USR1141,lead,1/2/2022,successful,demo_not_attended
888,JNR1008MG,USR1141,lead,1/2/2022,unsuccessful,demo_not_attended
889,JNR1008MG,USR1141,lead,1/2/2022,successful,demo_not_attended
890,JNR1008MG,USR1142,lead,1/1/2022,successful,lead_introduction
891,JNR1008MG,USR1142,lead,1/1/2022,successful,demo_schedule
892,JNR1008MG,USR1142,lead,1/7/2022,successful,demo_not_attended
893,JNR1008MG,USR1142,lead,1/7/2022,successful,demo_not_attended
894,JNR1008MG,USR1142,lead,1/7/2022,unsuccessful,demo_not_attended
895,JNR1008MG,USR1142,lead,1/7/2022,successful,demo_not_attended
896,JNR1008MG,USR1142,awareness,1/7/2022,successful,post_demo_followup
897,JNR1008MG,USR1142,consideration,1/7/2022,successful,interested_for_conversion
898,JNR1008MG,USR1142,consideration,1/7/2022,unsuccessful,followup_for_conversion
899,JNR1008MG,USR1142,consideration,1/7/2022,successful,followup_for_conversion
900,JNR1008MG,USR1142,conversion,1/7/2022,successful,successful_conversion
901,JNR1008MG,USR1143,lead,1/1/2022,unsuccessful,lead_introduction
902,JNR1008MG,USR1143,lead,1/1/2022,successful,lead_introduction
903,JNR1008MG,USR1143,lead,1/1/2022,successful,demo_schedule
904,JNR1008MG,USR1143,lead,1/1/2022,successful,demo_not_attended
905,JNR1008MG,USR1143,lead,1/1/2022,successful,demo_not_attended
906,JNR1008MG,USR1143,lead,1/1/2022,successful,demo_not_attended
907,JNR1008MG,USR1143,awareness,1/1/2022,successful,post_demo_followup
908,JNR1008MG,USR1143,consideration,1/1/2022,successful,interested_for_conversion
909,JNR1008MG,USR1143,consideration,1/1/2022,successful,followup_for_conversion
910,JNR1008MG,USR1143,consideration,1/1/2022,successful,followup_for_conversion
911,JNR1008MG,USR1143,conversion,1/1/2022,successful,successful_conversion
912,JNR1008MG,USR1144,lead,1/2/2022,successful,lead_introduction
913,JNR1008MG,USR1144,lead,1/2/2022,successful,demo_schedule
914,JNR1008MG,USR1144,lead,1/3/2022,successful,demo_not_attended
915,JNR1008MG,USR1144,lead,1/3/2022,successful,demo_not_attended
916,JNR1008MG,USR1145,lead,1/3/2022,unsuccessful,lead_introduction
917,JNR1008MG,USR1145,lead,1/4/2022,successful,lead_introduction
918,JNR1008MG,USR1145,lead,1/4/2022,successful,demo_schedule
919,JNR1008MG,USR1145,lead,1/6/2022,successful,demo_not_attended
920,JNR1008MG,USR1145,awareness,1/6/2022,successful,post_demo_followup
921,JNR1008MG,USR1145,consideration,1/6/2022,successful,interested_for_conversion
922,JNR1008MG,USR1145,awareness,1/6/2022,successful,followup_for_consideration
923,JNR1008MG,USR1145,consideration,1/6/2022,successful,interested_for_conversion
924,JNR1008MG,USR1145,awareness,1/6/2022,successful,followup_for_consideration
925,JNR1008MG,USR1146,lead,1/8/2022,successful,lead_introduction
926,JNR1008MG,USR1146,lead,1/8/2022,successful,demo_schedule
927,JNR1008MG,USR1146,lead,1/9/2022,successful,demo_not_attended
928,JNR1008MG,USR1146,lead,1/9/2022,successful,demo_not_attended
929,JNR1008MG,USR1146,lead,1/9/2022,unsuccessful,demo_not_attended
930,JNR1008MG,USR1146,lead,1/9/2022,successful,demo_not_attended
931,JNR1008MG,USR1147,lead,1/8/2022,successful,lead_introduction
932,JNR1008MG,USR1147,lead,1/8/2022,successful,demo_schedule
933,JNR1008MG,USR1147,lead,1/10/2022,successful,demo_not_attended
934,JNR1008MG,USR1147,lead,1/10/2022,successful,demo_not_attended
935,JNR1008MG,USR1147,awareness,1/10/2022,successful,post_demo_followup
936,JNR1008MG,USR1147,consideration,1/10/2022,successful,interested_for_conversion
937,JNR1008MG,USR1147,consideration,1/10/2022,unsuccessful,followup_for_conversion
938,JNR1008MG,USR1147,consideration,1/10/2022,successful,followup_for_conversion
939,JNR1008MG,USR1148,lead,1/8/2022,unsuccessful,lead_introduction
940,JNR1008MG,USR1148,lead,1/8/2022,successful,lead_introduction
941,JNR1008MG,USR1148,lead,1/8/2022,successful,demo_schedule
942,JNR1008MG,USR1148,lead,1/8/2022,successful,demo_not_attended
943,JNR1008MG,USR1148,lead,1/8/2022,successful,demo_not_attended
944,JNR1008MG,USR1149,lead,1/8/2022,successful,lead_introduction
945,JNR1008MG,USR1149,lead,1/8/2022,successful,demo_schedule
946,JNR1008MG,USR1149,lead,1/8/2022,successful,demo_not_attended
947,JNR1008MG,USR1150,lead,1/8/2022,unsuccessful,lead_introduction
948,JNR1008MG,USR1150,lead,1/9/2022,successful,lead_introduction
949,JNR1008MG,USR1150,lead,1/9/2022,successful,demo_schedule
950,JNR1008MG,USR1150,lead,1/14/2022,successful,demo_not_attended
951,JNR1008MG,USR1150,lead,1/14/2022,successful,demo_not_attended
952,JNR1008MG,USR1150,lead,1/14/2022,successful,demo_not_attended
953,JNR1008MG,USR1150,awareness,1/14/2022,successful,post_demo_followup
954,JNR1008MG,USR1151,lead,1/15/2022,successful,lead_introduction
955,JNR1008MG,USR1151,lead,1/17/2022,successful,demo_schedule
956,JNR1008MG,USR1151,lead,1/20/2022,successful,demo_not_attended
957,JNR1008MG,USR1151,lead,1/20/2022,successful,demo_not_attended
958,JNR1008MG,USR1151,lead,1/20/2022,unsuccessful,demo_not_attended
959,JNR1008MG,USR1151,lead,1/20/2022,successful,demo_not_attended
960,JNR1008MG,USR1151,awareness,1/20/2022,successful,post_demo_followup
961,JNR1008MG,USR1151,consideration,1/20/2022,successful,interested_for_conversion
962,JNR1008MG,USR1151,consideration,1/20/2022,successful,followup_for_conversion
963,JNR1008MG,USR1151,consideration,1/20/2022,successful,followup_for_conversion
964,JNR1008MG,USR1152,lead,1/15/2022,successful,lead_introduction
965,JNR1008MG,USR1152,lead,1/16/2022,successful,demo_schedule
966,JNR1008MG,USR1152,lead,1/17/2022,successful,demo_not_attended
967,JNR1008MG,USR1152,lead,1/17/2022,successful,demo_not_attended
968,JNR1008MG,USR1152,awareness,1/17/2022,successful,post_demo_followup
969,JNR1008MG,USR1152,consideration,1/17/2022,successful,interested_for_conversion
970,JNR1008MG,USR1152,consideration,1/17/2022,unsuccessful,followup_for_conversion
971,JNR1008MG,USR1152,consideration,1/17/2022,successful,followup_for_conversion
972,JNR1008MG,USR1152,conversion,1/17/2022,successful,successful_conversion
973,JNR1008MG,USR1153,lead,1/17/2022,unsuccessful,lead_introduction
974,JNR1008MG,USR1153,lead,1/18/2022,successful,lead_introduction
975,JNR1008MG,USR1153,lead,1/19/2022,unsuccessful,demo_schedule
976,JNR1008MG,USR1153,lead,1/20/2022,successful,demo_schedule
977,JNR1008MG,USR1153,lead,1/21/2022,successful,demo_not_attended
978,JNR1008MG,USR1153,lead,1/21/2022,successful,demo_not_attended
979,JNR1008MG,USR1153,awareness,1/21/2022,successful,post_demo_followup
980,JNR1008MG,USR1153,consideration,1/21/2022,successful,interested_for_conversion
981,JNR1008MG,USR1153,consideration,1/21/2022,successful,followup_for_conversion
982,JNR1008MG,USR1153,consideration,1/21/2022,successful,followup_for_conversion
983,JNR1008MG,USR1153,conversion,1/21/2022,successful,successful_conversion
984,JNR1008MG,USR1154,lead,1/17/2022,successful,lead_introduction
985,JNR1008MG,USR1154,lead,1/19/2022,successful,demo_schedule
986,JNR1008MG,USR1154,lead,1/19/2022,successful,demo_not_attended
987,JNR1008MG,USR1155,lead,1/15/2022,unsuccessful,lead_introduction
988,JNR1008MG,USR1155,lead,1/16/2022,successful,lead_introduction
989,JNR1008MG,USR1155,lead,1/17/2022,successful,demo_schedule
990,JNR1008MG,USR1155,lead,1/18/2022,successful,demo_not_attended
991,JNR1008MG,USR1155,lead,1/18/2022,successful,demo_not_attended
992,JNR1008MG,USR1155,lead,1/18/2022,successful,demo_not_attended
993,JNR1008MG,USR1155,awareness,1/18/2022,successful,post_demo_followup
994,JNR1008MG,USR1156,lead,2/19/2022,successful,lead_introduction
995,JNR1008MG,USR1156,lead,2/20/2022,successful,demo_schedule
996,JNR1008MG,USR1156,lead,2/20/2022,successful,demo_not_attended
997,JNR1008MG,USR1156,lead,2/20/2022,successful,demo_not_attended
998,JNR1008MG,USR1156,lead,2/20/2022,unsuccessful,demo_not_attended
999,JNR1008MG,USR1156,lead,2/20/2022,successful,demo_not_attended
1000,JNR1008MG,USR1157,lead,2/19/2022,successful,lead_introduction
1001,JNR1008MG,USR1157,lead,2/21/2022,successful,demo_schedule
1002,JNR1008MG,USR1157,lead,2/23/2022,successful,demo_not_attended
1003,JNR1008MG,USR1157,lead,2/23/2022,successful,demo_not_attended
1004,JNR1008MG,USR1157,lead,2/23/2022,unsuccessful,demo_not_attended
1005,JNR1008MG,USR1157,lead,2/23/2022,successful,demo_not_attended
1006,JNR1008MG,USR1157,awareness,2/23/2022,successful,post_demo_followup
1007,JNR1008MG,USR1157,consideration,2/23/2022,successful,interested_for_conversion
1008,JNR1008MG,USR1157,consideration,2/23/2022,unsuccessful,interested_for_conversion
1009,JNR1008MG,USR1157,consideration,2/23/2022,successful,followup_for_conversion
1010,JNR1008MG,USR1158,lead,2/19/2022,unsuccessful,lead_introduction
1011,JNR1008MG,USR1158,lead,2/19/2022,successful,lead_introduction
1012,JNR1008MG,USR1158,lead,2/19/2022,successful,demo_schedule
1013,JNR1008MG,USR1158,lead,2/22/2022,successful,demo_not_attended
1014,JNR1008MG,USR1158,lead,2/22/2022,successful,demo_not_attended
1015,JNR1008MG,USR1158,lead,2/22/2022,successful,demo_not_attended
1016,JNR1008MG,USR1158,awareness,2/22/2022,successful,post_demo_followup
1017,JNR1008MG,USR1159,lead,2/19/2022,successful,lead_introduction
1018,JNR1008MG,USR1159,lead,2/21/2022,successful,demo_schedule
1019,JNR1008MG,USR1159,lead,2/21/2022,successful,demo_not_attended
1020,JNR1008MG,USR1159,lead,2/21/2022,successful,demo_not_attended
1021,JNR1008MG,USR1160,lead,2/19/2022,unsuccessful,lead_introduction
1022,JNR1008MG,USR1160,lead,2/20/2022,successful,lead_introduction
1023,JNR1008MG,USR1160,lead,2/21/2022,successful,demo_schedule
1024,JNR1008MG,USR1160,lead,2/21/2022,successful,demo_not_attended
1025,JNR1009MG,USR1161,lead,1/3/2022,successful,lead_introduction
1026,JNR1009MG,USR1161,lead,1/4/2022,successful,demo_schedule
1027,JNR1009MG,USR1161,lead,1/4/2022,successful,demo_not_attended
1028,JNR1009MG,USR1161,lead,1/4/2022,successful,demo_not_attended
1029,JNR1009MG,USR1161,lead,1/4/2022,unsuccessful,demo_not_attended
1030,JNR1009MG,USR1161,lead,1/4/2022,successful,demo_not_attended
1031,JNR1009MG,USR1162,lead,1/4/2022,successful,lead_introduction
1032,JNR1009MG,USR1162,lead,1/6/2022,successful,demo_schedule
1033,JNR1009MG,USR1162,lead,1/7/2022,successful,demo_not_attended
1034,JNR1009MG,USR1162,lead,1/7/2022,successful,demo_not_attended
1035,JNR1009MG,USR1162,lead,1/7/2022,unsuccessful,demo_not_attended
1036,JNR1009MG,USR1162,lead,1/7/2022,successful,demo_not_attended
1037,JNR1009MG,USR1162,awareness,1/7/2022,successful,post_demo_followup
1038,JNR1009MG,USR1162,consideration,1/7/2022,successful,interested_for_conversion
1039,JNR1009MG,USR1162,consideration,1/7/2022,unsuccessful,followup_for_conversion
1040,JNR1009MG,USR1162,consideration,1/7/2022,successful,followup_for_conversion
1041,JNR1009MG,USR1163,lead,1/5/2022,unsuccessful,lead_introduction
1042,JNR1009MG,USR1163,lead,1/6/2022,successful,lead_introduction
1043,JNR1009MG,USR1163,lead,1/8/2022,successful,demo_schedule
1044,JNR1009MG,USR1163,lead,1/9/2022,successful,demo_not_attended
1045,JNR1009MG,USR1163,lead,1/9/2022,successful,demo_not_attended
1046,JNR1009MG,USR1163,lead,1/9/2022,successful,demo_not_attended
1047,JNR1009MG,USR1163,awareness,1/9/2022,successful,post_demo_followup
1048,JNR1009MG,USR1164,lead,1/7/2022,successful,lead_introduction
1049,JNR1009MG,USR1164,lead,1/8/2022,successful,demo_schedule
1050,JNR1009MG,USR1164,lead,1/8/2022,successful,demo_not_attended
1051,JNR1009MG,USR1164,lead,1/8/2022,successful,demo_not_attended
1052,JNR1009MG,USR1165,lead,1/1/2022,unsuccessful,lead_introduction
1053,JNR1009MG,USR1165,lead,1/2/2022,successful,lead_introduction
1054,JNR1009MG,USR1165,lead,1/3/2022,successful,demo_schedule
1055,JNR1009MG,USR1165,lead,1/3/2022,successful,demo_not_attended
1056,JNR1009MG,USR1166,lead,1/8/2022,successful,lead_introduction
1057,JNR1009MG,USR1166,lead,1/10/2022,successful,demo_schedule
1058,JNR1009MG,USR1166,lead,1/10/2022,successful,demo_not_attended
1059,JNR1009MG,USR1166,lead,1/10/2022,successful,demo_not_attended
1060,JNR1009MG,USR1166,lead,1/10/2022,unsuccessful,demo_not_attended
1061,JNR1009MG,USR1166,lead,1/10/2022,successful,demo_not_attended
1062,JNR1009MG,USR1167,lead,1/8/2022,successful,lead_introduction
1063,JNR1009MG,USR1167,lead,1/10/2022,successful,demo_schedule
1064,JNR1009MG,USR1167,lead,1/10/2022,successful,demo_not_attended
1065,JNR1009MG,USR1167,lead,1/10/2022,successful,demo_not_attended
1066,JNR1009MG,USR1167,awareness,1/10/2022,successful,post_demo_followup
1067,JNR1009MG,USR1167,consideration,1/10/2022,successful,interested_for_conversion
1068,JNR1009MG,USR1167,consideration,1/10/2022,unsuccessful,followup_for_conversion
1069,JNR1009MG,USR1167,consideration,1/10/2022,successful,followup_for_conversion
1070,JNR1009MG,USR1168,lead,1/8/2022,unsuccessful,lead_introduction
1071,JNR1009MG,USR1168,lead,1/8/2022,successful,lead_introduction
1072,JNR1009MG,USR1168,lead,1/9/2022,successful,demo_schedule
1073,JNR1009MG,USR1168,lead,1/9/2022,successful,demo_not_attended
1074,JNR1009MG,USR1168,lead,1/9/2022,successful,demo_not_attended
1075,JNR1009MG,USR1169,lead,1/8/2022,successful,lead_introduction
1076,JNR1009MG,USR1169,lead,1/9/2022,successful,demo_schedule
1077,JNR1009MG,USR1169,lead,1/9/2022,successful,demo_not_attended
1078,JNR1009MG,USR1170,lead,1/8/2022,unsuccessful,lead_introduction
1079,JNR1009MG,USR1170,lead,1/9/2022,successful,lead_introduction
1080,JNR1009MG,USR1170,lead,1/11/2022,successful,demo_schedule
1081,JNR1009MG,USR1170,lead,1/14/2022,successful,demo_not_attended
1082,JNR1009MG,USR1170,lead,1/14/2022,successful,demo_not_attended
1083,JNR1009MG,USR1170,lead,1/14/2022,successful,demo_not_attended
1084,JNR1009MG,USR1170,awareness,1/14/2022,successful,post_demo_followup
1085,JNR1009MG,USR1171,lead,1/17/2022,successful,lead_introduction
1086,JNR1009MG,USR1171,lead,1/17/2022,successful,demo_schedule
1087,JNR1009MG,USR1171,lead,1/20/2022,successful,demo_not_attended
1088,JNR1009MG,USR1171,lead,1/20/2022,successful,demo_not_attended
1089,JNR1009MG,USR1171,lead,1/20/2022,unsuccessful,demo_not_attended
1090,JNR1009MG,USR1171,lead,1/20/2022,successful,demo_not_attended
1091,JNR1009MG,USR1171,awareness,1/20/2022,successful,post_demo_followup
1092,JNR1009MG,USR1171,consideration,1/20/2022,successful,interested_for_conversion
1093,JNR1009MG,USR1171,consideration,1/20/2022,successful,followup_for_conversion
1094,JNR1009MG,USR1171,consideration,1/20/2022,successful,followup_for_conversion
1095,JNR1009MG,USR1172,lead,1/18/2022,successful,lead_introduction
1096,JNR1009MG,USR1172,lead,1/20/2022,successful,demo_schedule
1097,JNR1009MG,USR1172,lead,1/21/2022,successful,demo_not_attended
1098,JNR1009MG,USR1172,lead,1/21/2022,successful,demo_not_attended
1099,JNR1009MG,USR1172,awareness,1/21/2022,successful,post_demo_followup
1100,JNR1009MG,USR1172,consideration,1/21/2022,successful,interested_for_conversion
1101,JNR1009MG,USR1172,consideration,1/21/2022,successful,followup_for_conversion
1102,JNR1009MG,USR1172,consideration,1/21/2022,successful,followup_for_conversion
1103,JNR1009MG,USR1172,conversion,1/21/2022,successful,successful_conversion
1104,JNR1009MG,USR1173,lead,1/17/2022,unsuccessful,lead_introduction
1105,JNR1009MG,USR1173,lead,1/18/2022,successful,lead_introduction
1106,JNR1009MG,USR1173,lead,1/19/2022,unsuccessful,demo_schedule
1107,JNR1009MG,USR1173,lead,1/19/2022,successful,demo_schedule
1108,JNR1009MG,USR1173,lead,1/19/2022,successful,demo_not_attended
1109,JNR1009MG,USR1173,lead,1/19/2022,successful,demo_not_attended
1110,JNR1009MG,USR1173,awareness,1/19/2022,successful,post_demo_followup
1111,JNR1009MG,USR1173,consideration,1/19/2022,successful,interested_for_conversion
1112,JNR1009MG,USR1173,consideration,1/19/2022,successful,followup_for_conversion
1113,JNR1009MG,USR1173,consideration,1/19/2022,successful,followup_for_conversion
1114,JNR1009MG,USR1173,conversion,1/19/2022,successful,successful_conversion
1115,JNR1009MG,USR1174,lead,1/17/2022,successful,lead_introduction
1116,JNR1009MG,USR1174,lead,1/19/2022,successful,demo_schedule
1117,JNR1009MG,USR1174,lead,1/19/2022,successful,demo_not_attended
1118,JNR1009MG,USR1175,lead,1/15/2022,unsuccessful,lead_introduction
1119,JNR1009MG,USR1175,lead,1/16/2022,successful,lead_introduction
1120,JNR1009MG,USR1175,lead,1/16/2022,successful,demo_schedule
1121,JNR1009MG,USR1175,lead,1/18/2022,successful,demo_not_attended
1122,JNR1009MG,USR1175,lead,1/18/2022,successful,demo_not_attended
1123,JNR1009MG,USR1175,lead,1/18/2022,successful,demo_not_attended
1124,JNR1009MG,USR1175,awareness,1/18/2022,successful,post_demo_followup
1125,JNR1009MG,USR1176,lead,2/21/2022,successful,lead_introduction
1126,JNR1009MG,USR1176,lead,2/23/2022,successful,demo_schedule
1127,JNR1009MG,USR1176,lead,2/23/2022,unsuccessful,demo_not_attended
1128,JNR1009MG,USR1176,lead,2/24/2022,unsuccessful,demo_not_attended
1129,JNR1009MG,USR1176,lead,2/24/2022,unsuccessful,demo_not_attended
1130,JNR1009MG,USR1176,lead,2/24/2022,successful,demo_not_attended
1131,JNR1009MG,USR1177,lead,2/22/2022,successful,lead_introduction
1132,JNR1009MG,USR1177,lead,2/23/2022,successful,demo_schedule
1133,JNR1009MG,USR1177,lead,2/23/2022,successful,demo_not_attended
1134,JNR1009MG,USR1177,lead,2/23/2022,successful,demo_not_attended
